group_id,leader,member
23795,naked green machine apple banana smoothie 450ml,naked green machine apple banana smoothie 450ml
23796,naked green machine apple kiwi smoothie 360ml,naked green machine apple kiwi smoothie 360ml
23797,naked noodle chow mein,naked noodle chow mein
23798,naked noodle hoisin duck,naked noodle hoisin duck
23799,naked noodle singapore curry noodle pot 78g,naked noodle singapore curry noodle pot 78g
23800,naked noodle thai sweet chilli noodle pot 78g,naked noodle thai style sweet chilli 78g
23800,naked noodle thai sweet chilli noodle pot 78g,naked noodle thai sweet chilli noodle pot 78g
23801,naked oven chip,naked oven chip
23802,naked red machine 750ml,naked red machine 750ml
23803,naked red machine strawberry smoothie 360ml,naked red machine strawberry smoothie 360ml
23804,naked smoothie blue machine,naked smoothie blue machine
23805,naked smoothie mango machine,naked smoothie mango machine
23806,naked smoothie red machine,naked smoothie red machine
23808,nambarrie tea bag,nambarrie tea bag
23809,namyslow 500ml x4,namyslow 500ml x4
23810,nandoes mild perinaise 265g,nandoes mild perinaise 265g
23812,nandos hot sauce 125g,nandos hot sauce 125g
23814,nandos medium sauce 1.25g,nandos medium sauce 1.25g
23815,nandos peri peri medium sauce,nandos peri peri medium sauce
23816,nandos peri peri medium sauce 262g,nandos peri peri medium sauce 262g
23817,nandos perinaise,nandos perinaise
